timestamp,open,high,low,close,volume,quote_volume
2025-02-19 23:00:00,96547.64,96895.61,96530.86,96648.23,819.685367,79272400.20042984
2025-02-20 00:00:00,96648.23,96855.71,96426.31,96852.58,775.759467,74939050.37757293
2025-02-20 00:00:00,96648.23,96855.71,96426.31,96852.58,775.759467,74939050.37757293
2025-02-20 01:00:00,96852.58,97015,96642.26,96784.15,909.839058,88055485.4870467
2025-02-20 01:00:00,96852.58,97015,96642.26,96784.15,909.839058,88055485.4870467
2025-02-20 02:00:00,96784.15,97293.72,96753.24,97144.55,925.973359,89811442.95616934
2025-02-20 02:00:00,96784.15,97293.72,96753.24,97144.55,925.973359,89811442.95616934
2025-02-20 03:00:00,97144.55,97400,96995.81,97068.64,889.390174,86418185.50659403
2025-02-20 03:00:00,97144.55,97400,96995.81,97068.64,889.390174,86418185.50659403
2025-02-20 04:00:00,97068.64,97357.28,97054.6,97236.13,761.124969,73994077.06245297
2025-02-20 04:00:00,97068.64,97357.28,97054.6,97236.13,761.124969,73994077.06245297
2025-02-20 05:00:00,97236.13,97240.01,96900.7,96918.69,699.528668,67927241.42250327
2025-02-20 05:00:00,97236.13,97240.01,96900.7,96918.69,699.528668,67927241.42250327
2025-02-20 06:00:00,96918.69,96992.31,96789.16,96916.8,578.286091,56034726.44904813
2025-02-20 06:00:00,96918.69,96992.31,96789.16,96916.8,578.286091,56034726.44904813
2025-02-20 07:00:00,96916.8,97086.13,96814.13,96874.7,540.854468,52449733.73002996
2025-02-20 07:00:00,96916.8,97086.13,96814.13,96874.7,540.854468,52449733.73002996
2025-02-20 08:00:00,96874.7,97209.59,96795.24,97164.39,446.126755,43267247.05626539
2025-02-20 08:00:00,96874.7,97209.59,96795.24,97164.39,446.126755,43267247.05626539
2025-02-20 09:00:00,97164.39,97300,97153.88,97199.98,432.572706,42053847.72845963
2025-02-20 09:00:00,97164.39,97300,97153.88,97199.98,432.572706,42053847.72845963
2025-02-20 10:00:00,97199.98,97382.33,97105.52,97382.32,374.418178,36408626.52664888
2025-02-20 10:00:00,97199.98,97382.33,97105.52,97382.32,374.418178,36408626.52664888
2025-02-20 11:00:00,97382.32,97396.55,97161.13,97213.85,486.896845,47365795.34666466
2025-02-20 11:00:00,97382.32,97396.55,97161.13,97213.85,486.896845,47365795.34666466
2025-02-20 12:00:00,97213.85,97558.75,97213.84,97427.1,769.104746,74940706.35772977
2025-02-20 12:00:00,97213.85,97558.75,97213.84,97427.1,769.104746,74940706.35772977
2025-02-20 13:00:00,97427.1,97564.39,97269.16,97551.4,755.159152,73573176.35299511
2025-02-20 13:00:00,97427.1,97564.39,97269.16,97551.4,755.159152,73573176.35299511
2025-02-20 14:00:00,97551.4,98038.75,96895,96979.06,3275.512078,319585560.56272251
2025-02-20 14:00:00,97551.4,98038.75,96895,96979.06,3275.512078,319585560.56272251
2025-02-20 15:00:00,96979.06,97329.23,96813.09,96910.4,3157.229853,306456651.32860731
2025-02-20 15:00:00,96979.06,97329.23,96813.09,96910.4,3157.229853,306456651.32860731
2025-02-20 16:00:00,96910.4,97974.34,96874.04,97544.44,2123.822623,207182119.9537446
2025-02-20 16:00:00,96910.4,97974.34,96874.04,97544.44,2123.822623,207182119.9537446
2025-02-20 17:00:00,97544.44,98016.17,97536.03,97956.45,1434.65658,140378614.78071635
2025-02-20 17:00:00,97544.44,98016.17,97536.03,97956.45,1434.65658,140378614.78071635
2025-02-20 18:00:00,97956.45,98443.36,97943.97,98284.51,1653.480072,162417565.37754558
2025-02-20 18:00:00,97956.45,98443.36,97943.97,98284.51,1653.480072,162417565.37754558
2025-02-20 19:00:00,98284.51,98524.76,98239.32,98415.73,1123.054445,110491054.0154793
2025-02-20 19:00:00,98284.51,98524.76,98239.32,98415.73,1123.054445,110491054.0154793
2025-02-20 20:00:00,98415.73,98730.85,98305.78,98461.34,1315.5846,129617501.57799439
2025-02-20 20:00:00,98415.73,98730.85,98305.78,98461.34,1315.5846,129617501.57799439
2025-02-20 21:00:00,98461.34,98499.67,97995.62,98088.76,724.313435,71151737.71623418
2025-02-20 21:00:00,98461.34,98499.67,97995.62,98088.76,724.313435,71151737.71623418
2025-02-20 22:00:00,98088.76,98390,98054.37,98121.05,364.575113,35792998.9529436
2025-02-20 22:00:00,98088.76,98390,98054.37,98121.05,364.575113,35792998.9529436
2025-02-20 23:00:00,98121.05,98516.81,98106.19,98305.43,702.23637,69058807.30495
2025-02-20 23:00:00,98121.05,98516.81,98106.19,98305.43,702.23637,69058807.30495
2025-02-21 00:00:00,98305.43,98507.56,98080.82,98235.34,731.252343,71895697.58730892
2025-02-21 00:00:00,98305.43,98507.56,98080.82,98235.34,731.252343,71895697.58730892
2025-02-21 01:00:00,98235.34,98356.24,98091.54,98311.51,672.7622,66078629.76658406
2025-02-21 01:00:00,98235.34,98356.24,98091.54,98311.51,672.7622,66078629.76658406
2025-02-21 02:00:00,98311.51,98384.21,98098.38,98106.31,688.603298,67672012.55602215
2025-02-21 02:00:00,98311.51,98384.21,98098.38,98106.31,688.603298,67672012.55602215
2025-02-21 03:00:00,98106.31,98304.88,98079.67,98154.69,459.348285,45092960.61142812
2025-02-21 03:00:00,98106.31,98304.88,98079.67,98154.69,459.348285,45092960.61142812
2025-02-21 04:00:00,98154.69,98286.72,98126.05,98210.2,392.559586,38555201.6860771
2025-02-21 04:00:00,98154.69,98286.72,98126.05,98210.2,392.559586,38555201.6860771
2025-02-21 05:00:00,98210.2,98399.3,98160.88,98344.84,433.128629,42571753.64671931
2025-02-21 05:00:00,98210.2,98399.3,98160.88,98344.84,433.128629,42571753.64671931
2025-02-21 06:00:00,98344.84,98432.4,98300.59,98408.97,315.423696,31033059.18833904
2025-02-21 06:00:00,98344.84,98432.4,98300.59,98408.97,315.423696,31033059.18833904
2025-02-21 07:00:00,98408.97,98605.45,98164.68,98181.89,585.784984,57623774.93775942
2025-02-21 07:00:00,98408.97,98605.45,98164.68,98181.89,585.784984,57623774.93775942
2025-02-21 08:00:00,98181.89,98271.75,98125.92,98214.99,559.108896,54905142.89930317
2025-02-21 08:00:00,98181.89,98271.75,98125.92,98214.99,559.108896,54905142.89930317
2025-02-21 09:00:00,98214.99,98927.75,98109.08,98340.81,1625.098735,160069256.46103269
2025-02-21 09:00:00,98214.99,98927.75,98109.08,98340.81,1625.098735,160069256.46103269
2025-02-21 10:00:00,98340.81,98674.12,98229.92,98617.56,760.165242,74846147.42025128
2025-02-21 10:00:00,98340.81,98674.12,98229.92,98617.56,760.165242,74846147.42025128
2025-02-21 11:00:00,98617.56,98825.58,98486,98637.5,817.052792,80619134.37710886
2025-02-21 11:00:00,98617.56,98825.58,98486,98637.5,817.052792,80619134.37710886
2025-02-21 12:00:00,98637.5,98975.99,98527.08,98914.48,1068.535309,105570100.40692008
2025-02-21 12:00:00,98637.5,98975.99,98527.08,98914.48,1068.535309,105570100.40692008
2025-02-21 13:00:00,98914.48,99493.55,98800,99342.09,2525.765537,250697193.41388444
2025-02-21 13:00:00,98914.48,99493.55,98800,99342.09,2525.765537,250697193.41388444
2025-02-21 14:00:00,99342.09,99388.09,98320.11,98783.5,3728.81957,368294142.16773628
2025-02-21 14:00:00,99342.09,99388.09,98320.11,98783.5,3728.81957,368294142.16773628
2025-02-21 15:00:00,98783.5,99330.94,97138.3,98043.8,6764.930659,663799351.13156902
2025-02-21 15:00:00,98783.5,99330.94,97138.3,98043.8,6764.930659,663799351.13156902
2025-02-21 16:00:00,98043.8,98697.74,97691.21,98032.96,4498.323936,441804339.60151109
